"Accession","X.10lgP","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","PTM","Description","ProteinID","Accession.Number","Accession.New","MouseGeneName"
"Q9CQM2|ERD22_MOUSE",112.68,2,2,0,2,1,2,"","ER lumen protein-retaining receptor 2 OS=Mus musculus GN=Kdelr2 PE=1 SV=1","Q9CQM2","ERD22_MOUSE","ERD22_MOUSE","Kdelr2"
"Q64133|AOFA_MOUSE",112.62,3,1,2,0,0,0,"","Amine oxidase [flavin-containing] A OS=Mus musculus GN=Maoa PE=1 SV=3","Q64133","AOFA_MOUSE","AOFA_MOUSE","Maoa"
"Q9CWZ3|RBM8A_MOUSE",112.57,2,3,2,1,1,1,"","RNA-binding protein 8A OS=Mus musculus GN=Rbm8a PE=1 SV=4","Q9CWZ3","RBM8A_MOUSE","RBM8A_MOUSE","Rbm8a"
"P22777|PAI1_MOUSE",112.51,4,2,1,2,3,1,"","Plasminogen activator inhibitor 1 OS=Mus musculus GN=Serpine1 PE=1 SV=1","P22777","PAI1_MOUSE","PAI1_MOUSE","Serpine1"
"P23249|MOV10_MOUSE",112.47,5,1,4,0,2,1,"Deamidation (NQ)","Putative helicase MOV-10 OS=Mus musculus GN=Mov10 PE=1 SV=2","P23249","MOV10_MOUSE","MOV10_MOUSE","Mov10"
"P23242|CXA1_MOUSE",112.37,2,0,1,1,0,1,"","Gap junction alpha-1 protein OS=Mus musculus GN=Gja1 PE=1 SV=2","P23242","CXA1_MOUSE","CXA1_MOUSE","Gja1"
"Q9R0E1|PLOD3_MOUSE",112,3,2,1,0,2,3,"","Procollagen-lysine 2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus GN=Plod3 PE=1 SV=1","Q9R0E1","PLOD3_MOUSE","PLOD3_MOUSE","Plod3"
"Q62048|PEA15_MOUSE",111.98,2,2,1,0,1,0,"","Astrocytic phosphoprotein PEA-15 OS=Mus musculus GN=Pea15 PE=1 SV=1","Q62048","PEA15_MOUSE","PEA15_MOUSE","Pea15"
"Q9WV80|SNX1_MOUSE",111.91,2,1,2,2,2,2,"","Sorting nexin-1 OS=Mus musculus GN=Snx1 PE=1 SV=1","Q9WV80","SNX1_MOUSE","SNX1_MOUSE","Snx1"
"P12815|PDCD6_MOUSE",111.83,4,2,2,1,1,3,"","Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2","P12815","PDCD6_MOUSE","PDCD6_MOUSE","Pdcd6"
"Q8R2Y8|PTH2_MOUSE",111.82,2,2,2,2,1,1,"","Peptidyl-tRNA hydrolase 2  mitochondrial OS=Mus musculus GN=Ptrh2 PE=1 SV=1","Q8R2Y8","PTH2_MOUSE","PTH2_MOUSE","Ptrh2"
"Q8BX02|KANK2_MOUSE",111.79,2,1,1,0,1,0,"Deamidation (NQ)","KN motif and ankyrin repeat domain-containing protein 2 OS=Mus musculus GN=Kank2 PE=1 SV=1","Q8BX02","KANK2_MOUSE","KANK2_MOUSE","Kank2"
"Q9DCC8|TOM20_MOUSE",111.78,2,3,1,1,1,1,"Carbamidomethylation","Mitochondrial import receptor subunit TOM20 homolog OS=Mus musculus GN=Tomm20 PE=1 SV=1","Q9DCC8","TOM20_MOUSE","TOM20_MOUSE","Tomm20"
"Q6ZWN5|RS9_MOUSE",111.75,7,4,2,2,3,5,"","40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=1 SV=3","Q6ZWN5","RS9_MOUSE","RS9_MOUSE","Rps9"
"Q4KML4|ABRAL_MOUSE",111.59,3,2,2,2,2,3,"Carbamidomethylation","Costars family protein ABRACL OS=Mus musculus GN=Abracl PE=1 SV=1","Q4KML4","ABRAL_MOUSE","ABRAL_MOUSE","Abracl"
"Q9R0H0|ACOX1_MOUSE",111.51,2,1,0,0,1,1,"","Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus GN=Acox1 PE=1 SV=5","Q9R0H0","ACOX1_MOUSE","ACOX1_MOUSE","Acox1"
"Q80XR2|AT2C1_MOUSE",111.29,5,2,1,0,2,1,"Carbamidomethylation; Deamidation (NQ)","Calcium-transporting ATPase type 2C member 1 OS=Mus musculus GN=Atp2c1 PE=1 SV=2","Q80XR2","AT2C1_MOUSE","AT2C1_MOUSE","Atp2c1"
"P10711|TCEA1_MOUSE",111.22,2,1,1,1,1,0,"","Transcription elongation factor A protein 1 OS=Mus musculus GN=Tcea1 PE=1 SV=2","P10711","TCEA1_MOUSE","TCEA1_MOUSE","Tcea1"
"Q8R1G6|PDLI2_MOUSE",111.13,2,0,3,0,0,0,"Deamidation (NQ)","PDZ and LIM domain protein 2 OS=Mus musculus GN=Pdlim2 PE=1 SV=1","Q8R1G6","PDLI2_MOUSE","PDLI2_MOUSE","Pdlim2"
"P70698|PYRG1_MOUSE",111.08,3,2,1,3,0,0,"Carbamidomethylation","CTP synthase 1 OS=Mus musculus GN=Ctps1 PE=1 SV=2","P70698","PYRG1_MOUSE","PYRG1_MOUSE","Ctps1"
"Q3UM45|PP1R7_MOUSE",110.92,2,0,0,0,2,1,"","Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus GN=Ppp1r7 PE=1 SV=2","Q3UM45","PP1R7_MOUSE","PP1R7_MOUSE","Ppp1r7"
"Q9ERR7|SEP15_MOUSE",110.86,2,1,1,0,1,1,"Carbamidomethylation","Selenoprotein F OS=Mus musculus GN=Selenof PE=1 SV=3","Q9ERR7","SEP15_MOUSE","SEP15_MOUSE","Selenof"
"Q9D8B3|CHM4B_MOUSE",110.79,2,2,1,0,0,2,"","Charged multivesicular body protein 4b OS=Mus musculus GN=Chmp4b PE=1 SV=2","Q9D8B3","CHM4B_MOUSE","CHM4B_MOUSE","Chmp4b"
"P84091|AP2M1_MOUSE",110.71,5,2,1,1,0,2,"Carbamidomethylation","AP-2 complex subunit mu OS=Mus musculus GN=Ap2m1 PE=1 SV=1","P84091","AP2M1_MOUSE","AP2M1_MOUSE","Ap2m1"
"Q9DAS9|GBG12_MOUSE",110.6,2,2,1,1,1,1,"Carbamidomethylation","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus GN=Gng12 PE=1 SV=3","Q9DAS9","GBG12_MOUSE","GBG12_MOUSE","Gng12"
"Q9EPL9|ACOX3_MOUSE",110.49,2,1,1,1,0,0,"Carbamidomethylation","Peroxisomal acyl-coenzyme A oxidase 3 OS=Mus musculus GN=Acox3 PE=1 SV=2","Q9EPL9","ACOX3_MOUSE","ACOX3_MOUSE","Acox3"
"P09671|SODM_MOUSE",110.41,2,0,0,1,1,2,"","Superoxide dismutase [Mn]  mitochondrial OS=Mus musculus GN=Sod2 PE=1 SV=3","P09671","SODM_MOUSE","SODM_MOUSE","Sod2"
"Q9QZ88|VPS29_MOUSE",110.28,2,2,0,1,1,1,"Carbamidomethylation","Vacuolar protein sorting-associated protein 29 OS=Mus musculus GN=Vps29 PE=1 SV=1","Q9QZ88","VPS29_MOUSE","VPS29_MOUSE","Vps29"
"P63073|IF4E_MOUSE",110.08,4,2,1,0,0,1,"Carbamidomethylation","Eukaryotic translation initiation factor 4E OS=Mus musculus GN=Eif4e PE=1 SV=1","P63073","IF4E_MOUSE","IF4E_MOUSE","Eif4e"
"P62852|RS25_MOUSE",109.98,4,3,4,2,4,6,"","40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1","P62852","RS25_MOUSE","RS25_MOUSE","Rps25"
"Q8C1A5|THOP1_MOUSE",109.88,2,0,1,2,0,0,"","Thimet oligopeptidase OS=Mus musculus GN=Thop1 PE=1 SV=1","Q8C1A5","THOP1_MOUSE","THOP1_MOUSE","Thop1"
"Q99KJ8|DCTN2_MOUSE",109.88,3,0,2,0,1,2,"","Dynactin subunit 2 OS=Mus musculus GN=Dctn2 PE=1 SV=3","Q99KJ8","DCTN2_MOUSE","DCTN2_MOUSE","Dctn2"
"P47963|RL13_MOUSE",109.84,4,2,1,2,0,0,"","60S ribosomal protein L13 OS=Mus musculus GN=Rpl13 PE=1 SV=3","P47963","RL13_MOUSE","RL13_MOUSE","Rpl13"
"P62869|ELOB_MOUSE",109.82,2,1,1,0,1,2,"Carbamidomethylation","Elongin-B OS=Mus musculus GN=Elob PE=1 SV=1","P62869","ELOB_MOUSE","ELOB_MOUSE","Elob"
"Q6PD26|PIGS_MOUSE",109.67,2,1,0,1,1,0,"","GPI transamidase component PIG-S OS=Mus musculus GN=Pigs PE=1 SV=3","Q6PD26","PIGS_MOUSE","PIGS_MOUSE","Pigs"
"P61965|WDR5_MOUSE",109.63,2,0,1,2,1,2,"","WD repeat-containing protein 5 OS=Mus musculus GN=Wdr5 PE=1 SV=1","P61965","WDR5_MOUSE","WDR5_MOUSE","Wdr5"
"Q8VDM6|HNRL1_MOUSE",109.42,3,0,3,0,0,0,"Carbamidomethylation","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Mus musculus GN=Hnrnpul1 PE=1 SV=1","Q8VDM6","HNRL1_MOUSE","HNRL1_MOUSE","Hnrnpul1"
"Q9D855|QCR7_MOUSE",109.21,2,1,0,0,0,2,"","Cytochrome b-c1 complex subunit 7 OS=Mus musculus GN=Uqcrb PE=1 SV=3","Q9D855","QCR7_MOUSE","QCR7_MOUSE","Uqcrb"
"Q9D7S7|RL22L_MOUSE",109.04,2,1,1,1,0,0,"","60S ribosomal protein L22-like 1 OS=Mus musculus GN=Rpl22l1 PE=1 SV=1","Q9D7S7","RL22L_MOUSE","RL22L_MOUSE","Rpl22l1"
"P56394|COX17_MOUSE",108.99,2,1,1,0,2,2,"Carbamidomethylation","Cytochrome c oxidase copper chaperone OS=Mus musculus GN=Cox17 PE=1 SV=2","P56394","COX17_MOUSE","COX17_MOUSE","Cox17"
"Q9WVB0|RBPMS_MOUSE",108.69,2,2,0,0,0,0,"","RNA-binding protein with multiple splicing OS=Mus musculus GN=Rbpms PE=1 SV=2","Q9WVB0","RBPMS_MOUSE","RBPMS_MOUSE","Rbpms"
"P06797|CATL1_MOUSE",108.69,2,0,1,0,1,0,"Carbamidomethylation","Cathepsin L1 OS=Mus musculus GN=Ctsl PE=1 SV=2","P06797","CATL1_MOUSE","CATL1_MOUSE","Ctsl"
"Q9CQ58|PR8A9_MOUSE",108.41,2,3,0,1,0,0,"Carbamidomethylation; Deamidation (NQ)","Prolactin-8A9 OS=Mus musculus GN=Prl8a9 PE=2 SV=1","Q9CQ58","PR8A9_MOUSE","PR8A9_MOUSE","Prl8a9"
"Q9R0X4|ACOT9_MOUSE",108.08,3,1,0,1,1,1,"","Acyl-coenzyme A thioesterase 9  mitochondrial OS=Mus musculus GN=Acot9 PE=1 SV=1","Q9R0X4","ACOT9_MOUSE","ACOT9_MOUSE","Acot9"
"Q60760|GRB10_MOUSE",107.98,2,1,1,0,1,0,"","Growth factor receptor-bound protein 10 OS=Mus musculus GN=Grb10 PE=1 SV=2","Q60760","GRB10_MOUSE","GRB10_MOUSE","Grb10"
"O88668|CREG1_MOUSE",107.76,4,1,2,1,1,2,"","Protein CREG1 OS=Mus musculus GN=Creg1 PE=1 SV=1","O88668","CREG1_MOUSE","CREG1_MOUSE","Creg1"
"Q8C8U0|LIPB1_MOUSE",107.68,3,2,0,1,1,2,"","Liprin-beta-1 OS=Mus musculus GN=Ppfibp1 PE=1 SV=3","Q8C8U0","LIPB1_MOUSE","LIPB1_MOUSE","Ppfibp1"
"Q9WTX6|CUL1_MOUSE",106.99,2,1,1,1,0,0,"","Cullin-1 OS=Mus musculus GN=Cul1 PE=1 SV=1","Q9WTX6","CUL1_MOUSE","CUL1_MOUSE","Cul1"
"Q61735|CD47_MOUSE",106.78,3,1,0,1,1,2,"","Leukocyte surface antigen CD47 OS=Mus musculus GN=Cd47 PE=1 SV=2","Q61735","CD47_MOUSE","CD47_MOUSE","Cd47"
"Q9ERU9|RBP2_MOUSE",106.78,3,1,0,1,1,1,"Carbamidomethylation","E3 SUMO-protein ligase RanBP2 OS=Mus musculus GN=Ranbp2 PE=1 SV=2","Q9ERU9","RBP2_MOUSE","RBP2_MOUSE","Ranbp2"
"Q8VBW6|ULA1_MOUSE",106.7,2,1,1,2,1,1,"","NEDD8-activating enzyme E1 regulatory subunit OS=Mus musculus GN=Nae1 PE=1 SV=1","Q8VBW6","ULA1_MOUSE","ULA1_MOUSE","Nae1"
"P19536|COX5B_MOUSE",106.6,2,2,1,1,1,1,"","Cytochrome c oxidase subunit 5B  mitochondrial OS=Mus musculus GN=Cox5b PE=1 SV=1","P19536","COX5B_MOUSE","COX5B_MOUSE","Cox5b"
"Q1W617|SHRM4_MOUSE",106.54,2,0,0,0,1,1,"","Protein Shroom4 OS=Mus musculus GN=Shroom4 PE=1 SV=1","Q1W617","SHRM4_MOUSE","SHRM4_MOUSE","Shroom4"
"Q9DC61|MPPA_MOUSE",106.49,2,1,1,1,1,2,"","Mitochondrial-processing peptidase subunit alpha OS=Mus musculus GN=Pmpca PE=1 SV=1","Q9DC61","MPPA_MOUSE","MPPA_MOUSE","Pmpca"
"Q8BFR4|GNS_MOUSE",106.46,2,2,2,1,0,0,"","N-acetylglucosamine-6-sulfatase OS=Mus musculus GN=Gns PE=1 SV=1","Q8BFR4","GNS_MOUSE","GNS_MOUSE","Gns"
"Q8BWZ3|NAA25_MOUSE",106.4,3,1,0,0,1,1,"Carbamidomethylation","N-alpha-acetyltransferase 25  NatB auxiliary subunit OS=Mus musculus GN=Naa25 PE=1 SV=1","Q8BWZ3","NAA25_MOUSE","NAA25_MOUSE","Naa25"
"Q91W50|CSDE1_MOUSE",106.36,3,1,2,1,1,0,"Carbamidomethylation","Cold shock domain-containing protein E1 OS=Mus musculus GN=Csde1 PE=1 SV=1","Q91W50","CSDE1_MOUSE","CSDE1_MOUSE","Csde1"
"Q9D8Y0|EFHD2_MOUSE",106.02,3,0,2,0,1,1,"","EF-hand domain-containing protein D2 OS=Mus musculus GN=Efhd2 PE=1 SV=1","Q9D8Y0","EFHD2_MOUSE","EFHD2_MOUSE","Efhd2"
"Q99JW5|EPCAM_MOUSE",105.88,2,0,1,1,0,1,"Carbamidomethylation; Deamidation (NQ)","Epithelial cell adhesion molecule OS=Mus musculus GN=Epcam PE=1 SV=1","Q99JW5","EPCAM_MOUSE","EPCAM_MOUSE","Epcam"
"Q9CZ30|OLA1_MOUSE",105.62,2,2,1,2,1,1,"","Obg-like ATPase 1 OS=Mus musculus GN=Ola1 PE=1 SV=1","Q9CZ30","OLA1_MOUSE","OLA1_MOUSE","Ola1"
"P70202|LXN_MOUSE",105.54,2,1,1,1,1,0,"Carbamidomethylation","Latexin OS=Mus musculus GN=Lxn PE=1 SV=2","P70202","LXN_MOUSE","LXN_MOUSE","Lxn"
"Q91YR7|PRP6_MOUSE",105.47,3,2,0,1,0,0,"","Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=1 SV=1","Q91YR7","PRP6_MOUSE","PRP6_MOUSE","Prpf6"
"P35762|CD81_MOUSE",105.43,2,1,0,1,2,1,"Carbamidomethylation","CD81 antigen OS=Mus musculus GN=Cd81 PE=1 SV=2","P35762","CD81_MOUSE","CD81_MOUSE","Cd81"
"Q921M7|FA49B_MOUSE",105.24,2,1,0,1,1,1,"","Protein FAM49B OS=Mus musculus GN=Fam49b PE=1 SV=1","Q921M7","FA49B_MOUSE","FA49B_MOUSE","Fam49b"
"Q8BJU0|SGTA_MOUSE",105.2,3,1,1,1,2,1,"Carbamidomethylation","Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus GN=Sgta PE=1 SV=2","Q8BJU0","SGTA_MOUSE","SGTA_MOUSE","Sgta"
"Q8C052|MAP1S_MOUSE",105.14,2,1,1,1,1,1,"","Microtubule-associated protein 1S OS=Mus musculus GN=Map1s PE=1 SV=2","Q8C052","MAP1S_MOUSE","MAP1S_MOUSE","Map1s"
"Q8K3H0|DP13A_MOUSE",105.08,2,0,1,1,0,0,"Carbamidomethylation","DCC-interacting protein 13-alpha OS=Mus musculus GN=Appl1 PE=1 SV=1","Q8K3H0","DP13A_MOUSE","DP13A_MOUSE","Appl1"
"Q8C878|UBA3_MOUSE",104.86,3,3,0,0,0,0,"Carbamidomethylation","NEDD8-activating enzyme E1 catalytic subunit OS=Mus musculus GN=Uba3 PE=1 SV=2","Q8C878","UBA3_MOUSE","UBA3_MOUSE","Uba3"
"O89023|TPP1_MOUSE",104.6,2,2,0,1,1,1,"","Tripeptidyl-peptidase 1 OS=Mus musculus GN=Tpp1 PE=1 SV=2","O89023","TPP1_MOUSE","TPP1_MOUSE","Tpp1"
"Q9D1P4|CHRD1_MOUSE",104.53,3,1,1,1,1,2,"Carbamidomethylation","Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus GN=Chordc1 PE=1 SV=1","Q9D1P4","CHRD1_MOUSE","CHRD1_MOUSE","Chordc1"
"Q9D1J3|SARNP_MOUSE",104.48,2,2,1,0,0,1,"","SAP domain-containing ribonucleoprotein OS=Mus musculus GN=Sarnp PE=1 SV=3","Q9D1J3","SARNP_MOUSE","SARNP_MOUSE","Sarnp"
"Q60675|LAMA2_MOUSE",104.39,2,2,1,1,1,1,"Carbamidomethylation","Laminin subunit alpha-2 OS=Mus musculus GN=Lama2 PE=1 SV=2","Q60675","LAMA2_MOUSE","LAMA2_MOUSE","Lama2"
"Q8BH04|PCKGM_MOUSE",104.27,2,1,0,1,1,0,"","Phosphoenolpyruvate carboxykinase [GTP]  mitochondrial OS=Mus musculus GN=Pck2 PE=1 SV=1","Q8BH04","PCKGM_MOUSE","PCKGM_MOUSE","Pck2"
"Q9CR21|ACPM_MOUSE",104.05,2,2,1,1,3,2,"Carbamidomethylation","Acyl carrier protein  mitochondrial OS=Mus musculus GN=Ndufab1 PE=1 SV=1","Q9CR21","ACPM_MOUSE","ACPM_MOUSE","Ndufab1"
"Q9JKV1|ADRM1_MOUSE",103.81,2,1,0,1,2,2,"Carbamidomethylation","Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus GN=Adrm1 PE=1 SV=2","Q9JKV1","ADRM1_MOUSE","ADRM1_MOUSE","Adrm1"
"A2ADY9|DDI2_MOUSE",103.75,2,0,2,0,0,0,"","Protein DDI1 homolog 2 OS=Mus musculus GN=Ddi2 PE=1 SV=1","A2ADY9","DDI2_MOUSE","DDI2_MOUSE","Ddi2"
"Q9D735|CS043_MOUSE",103.71,2,1,2,0,1,2,"","Uncharacterized protein C19orf43 homolog OS=Mus musculus PE=1 SV=1","Q9D735","CS043_MOUSE","TRIR_MOUSE","Trir"
"D3YXK2|SAFB1_MOUSE",103.7,2,1,0,2,1,1,"Carbamidomethylation","Scaffold attachment factor B1 OS=Mus musculus GN=Safb PE=1 SV=2","D3YXK2","SAFB1_MOUSE","SAFB1_MOUSE","Safb"
"Q80YR5|SAFB2_MOUSE",103.7,2,1,0,2,1,1,"Carbamidomethylation","Scaffold attachment factor B2 OS=Mus musculus GN=Safb2 PE=1 SV=2","Q80YR5","SAFB2_MOUSE","SAFB2_MOUSE","Safb2"
"Q8BQ47|CNPY4_MOUSE",103.41,2,0,0,1,1,0,"Oxidation (M)","Protein canopy homolog 4 OS=Mus musculus GN=Cnpy4 PE=1 SV=1","Q8BQ47","CNPY4_MOUSE","CNPY4_MOUSE","Cnpy4"
"Q8BX90|FND3A_MOUSE",103.31,5,2,0,0,1,2,"Carbamidomethylation","Fibronectin type-III domain-containing protein 3A OS=Mus musculus GN=Fndc3a PE=1 SV=3","Q8BX90","FND3A_MOUSE","FND3A_MOUSE","Fndc3a"
"P97822|AN32E_MOUSE",103.22,2,1,2,0,1,2,"Carbamidomethylation","Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus GN=Anp32e PE=1 SV=2","P97822","AN32E_MOUSE","AN32E_MOUSE","Anp32e"
"Q91YJ2|SNX4_MOUSE",103.19,3,1,1,1,0,1,"Deamidation (NQ)","Sorting nexin-4 OS=Mus musculus GN=Snx4 PE=1 SV=1","Q91YJ2","SNX4_MOUSE","SNX4_MOUSE","Snx4"
"Q5EG47|AAPK1_MOUSE",103.12,2,0,2,0,0,0,"Carbamidomethylation","5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Mus musculus GN=Prkaa1 PE=1 SV=2","Q5EG47","AAPK1_MOUSE","AAPK1_MOUSE","Prkaa1"
"Q9ET22|DPP2_MOUSE",103.03,2,1,1,1,1,0,"","Dipeptidyl peptidase 2 OS=Mus musculus GN=Dpp7 PE=1 SV=2","Q9ET22","DPP2_MOUSE","DPP2_MOUSE","Dpp7"
"P62305|RUXE_MOUSE",102.96,2,0,0,1,1,0,"Carbamidomethylation","Small nuclear ribonucleoprotein E OS=Mus musculus GN=Snrpe PE=1 SV=1","P62305","RUXE_MOUSE","RUXE_MOUSE","Snrpe"
"Q62446|FKBP3_MOUSE",102.96,2,1,0,0,2,1,"","Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus GN=Fkbp3 PE=1 SV=2","Q62446","FKBP3_MOUSE","FKBP3_MOUSE","Fkbp3"
"P49443|PPM1A_MOUSE",102.7,3,1,0,0,0,2,"Carbamidomethylation","Protein phosphatase 1A OS=Mus musculus GN=Ppm1a PE=1 SV=1","P49443","PPM1A_MOUSE","PPM1A_MOUSE","Ppm1a"
"Q71FD7|FBLI1_MOUSE",102.56,2,2,1,0,0,0,"Carbamidomethylation","Filamin-binding LIM protein 1 OS=Mus musculus GN=Fblim1 PE=1 SV=2","Q71FD7","FBLI1_MOUSE","FBLI1_MOUSE","Fblim1"
"P61082|UBC12_MOUSE",102.45,2,0,1,2,0,1,"Carbamidomethylation","NEDD8-conjugating enzyme Ubc12 OS=Mus musculus GN=Ube2m PE=1 SV=1","P61082","UBC12_MOUSE","UBC12_MOUSE","Ube2m"
"Q6WVG3|KCD12_MOUSE",102.32,2,1,0,1,0,1,"","BTB/POZ domain-containing protein KCTD12 OS=Mus musculus GN=Kctd12 PE=1 SV=1","Q6WVG3","KCD12_MOUSE","KCD12_MOUSE","Kctd12"
"Q9Z0S1|BPNT1_MOUSE",102.22,2,2,0,2,1,0,"","3'(2') 5'-bisphosphate nucleotidase 1 OS=Mus musculus GN=Bpnt1 PE=1 SV=2","Q9Z0S1","BPNT1_MOUSE","BPNT1_MOUSE","Bpnt1"
"Q9WTP7|KAD3_MOUSE",101.61,2,0,2,0,1,1,"","GTP:AMP phosphotransferase AK3  mitochondrial OS=Mus musculus GN=Ak3 PE=1 SV=3","Q9WTP7","KAD3_MOUSE","KAD3_MOUSE","Ak3"
"Q8BP48|MAP11_MOUSE",101.39,2,1,0,2,1,1,"Carbamidomethylation","Methionine aminopeptidase 1 OS=Mus musculus GN=Metap1 PE=1 SV=1","Q8BP48","MAP11_MOUSE","MAP11_MOUSE","Metap1"
"Q99M87|DNJA3_MOUSE",101,2,1,1,1,1,0,"","DnaJ homolog subfamily A member 3  mitochondrial OS=Mus musculus GN=Dnaja3 PE=1 SV=1","Q99M87","DNJA3_MOUSE","DNJA3_MOUSE","Dnaja3"
"Q9CR86|CHSP1_MOUSE",100.9,2,1,2,0,0,0,"","Calcium-regulated heat stable protein 1 OS=Mus musculus GN=Carhsp1 PE=1 SV=1","Q9CR86","CHSP1_MOUSE","CHSP1_MOUSE","Carhsp1"
"Q6P2B1|TNPO3_MOUSE",100.89,3,1,1,1,0,0,"Carbamidomethylation","Transportin-3 OS=Mus musculus GN=Tnpo3 PE=1 SV=1","Q6P2B1","TNPO3_MOUSE","TNPO3_MOUSE","Tnpo3"
"Q9JK23|PSMG1_MOUSE",100.84,2,2,0,0,0,0,"Carbamidomethylation","Proteasome assembly chaperone 1 OS=Mus musculus GN=Psmg1 PE=1 SV=1","Q9JK23","PSMG1_MOUSE","PSMG1_MOUSE","Psmg1"
"P35456|UPAR_MOUSE",100.79,2,1,0,1,2,0,"Carbamidomethylation","Urokinase plasminogen activator surface receptor OS=Mus musculus GN=Plaur PE=1 SV=1","P35456","UPAR_MOUSE","UPAR_MOUSE","Plaur"
"Q8BIW1|PRUN1_MOUSE",100.75,2,1,0,1,1,0,"","Exopolyphosphatase PRUNE1 OS=Mus musculus GN=Prune1 PE=1 SV=1","Q8BIW1","PRUN1_MOUSE","PRUN1_MOUSE","Prune1"
"Q5SSZ5|TENS3_MOUSE",100.68,2,0,0,2,0,1,"","Tensin-3 OS=Mus musculus GN=Tns3 PE=1 SV=1","Q5SSZ5","TENS3_MOUSE","TENS3_MOUSE","Tns3"
"Q6P1F6|2ABA_MOUSE",100.45,2,3,0,1,2,1,"","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus GN=Ppp2r2a PE=1 SV=1","Q6P1F6","2ABA_MOUSE","2ABA_MOUSE","Ppp2r2a"
"Q925E7|2ABD_MOUSE",100.45,2,3,0,1,2,1,"","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Mus musculus GN=Ppp2r2d PE=1 SV=1","Q925E7","2ABD_MOUSE","2ABD_MOUSE","Ppp2r2d"
"Q9Z2Y8|PLPHP_MOUSE",100.36,2,1,1,2,0,1,"","Pyridoxal phosphate homeostasis protein OS=Mus musculus GN=Prosc PE=1 SV=1","Q9Z2Y8","PLPHP_MOUSE","PLPHP_MOUSE","Prosc"
"O70152|DPM1_MOUSE",100.34,3,2,0,0,0,1,"","Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus GN=Dpm1 PE=1 SV=1","O70152","DPM1_MOUSE","DPM1_MOUSE","Dpm1"
"Q05512|MARK2_MOUSE",100.32,2,0,0,0,1,1,"","Serine/threonine-protein kinase MARK2 OS=Mus musculus GN=Mark2 PE=1 SV=3","Q05512","MARK2_MOUSE","MARK2_MOUSE","Mark2"
"Q6PDG5|SMRC2_MOUSE",100.2,2,1,1,0,2,1,"Carbamidomethylation","SWI/SNF complex subunit SMARCC2 OS=Mus musculus GN=Smarcc2 PE=1 SV=2","Q6PDG5","SMRC2_MOUSE","SMRC2_MOUSE","Smarcc2"
"P59999|ARPC4_MOUSE",100.13,5,2,2,3,4,4,"","Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3","P59999","ARPC4_MOUSE","ARPC4_MOUSE","Arpc4"
"Q9QYJ3|DNJB1_MOUSE",99.72,2,1,2,1,1,1,"Carbamidomethylation","DnaJ homolog subfamily B member 1 OS=Mus musculus GN=Dnajb1 PE=1 SV=3","Q9QYJ3","DNJB1_MOUSE","DNJB1_MOUSE","Dnajb1"
"P52293|IMA1_MOUSE",99.7,2,1,0,1,1,0,"","Importin subunit alpha-1 OS=Mus musculus GN=Kpna2 PE=1 SV=2","P52293","IMA1_MOUSE","IMA1_MOUSE","Kpna2"
"Q9Z1T1|AP3B1_MOUSE",99.38,4,3,1,1,2,2,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)","AP-3 complex subunit beta-1 OS=Mus musculus GN=Ap3b1 PE=1 SV=2","Q9Z1T1","AP3B1_MOUSE","AP3B1_MOUSE","Ap3b1"
"P50637|TSPO_MOUSE",99.32,3,1,1,0,2,2,"","Translocator protein OS=Mus musculus GN=Tspo PE=1 SV=1","P50637","TSPO_MOUSE","TSPO_MOUSE","Tspo"
"Q8R0H9|GGA1_MOUSE",99.06,2,0,1,0,0,2,"","ADP-ribosylation factor-binding protein GGA1 OS=Mus musculus GN=Gga1 PE=1 SV=1","Q8R0H9","GGA1_MOUSE","GGA1_MOUSE","Gga1"
"B2RQC6|PYR1_MOUSE",99.05,3,2,1,0,0,0,"","CAD protein OS=Mus musculus GN=Cad PE=1 SV=1","B2RQC6","PYR1_MOUSE","PYR1_MOUSE","Cad"
