"MouseGeneName","HumanGeneName"
"Frem1","FREM1"
"Large1","LARGE1"
"Car14","CA14"
"2510002D24Rik","C22orf39"
"Helq","HELQ"
"Gsdme","GSDME"
"Acvr1","ACVR1"
"Slmap","SLMAP"
"Pxt1","PXT1"
"Gmnn","GMNN"
"Pex6","PEX6"
"Ighv1-19","IGHV1OR21-1"
"Ighv1-19","IGHV1-3"
"Ighv1-19","IGHV1-18"
"Ighv1-19","IGHV1-24"
"Ighv1-19","IGHV1-45"
"Ighv1-19","IGHV1-46"
"Ighv1-19","IGHV1-58"
"Ighv1-19","IGHV1-69"
"Ighv1-19","IGHV1-69-2"
"Ighv1-19","IGHV1-69D"
"Gm10424","PRAMEF12"
"Gm10424","PRAMEF1"
"Gm10424","PRAMEF11"
"Gm10424","PRAMEF2"
"Gm10424","PRAMEF7"
"Gm10424","PRAMEF4"
"Gm10424","PRAMEF6"
"Gm10424","PRAMEF10"
"Gm10424","PRAMEF27"
"Gm10424","PRAMEF25"
"Gm10424","PRAMEF26"
"Gm10424","PRAMEF9"
"Gm10424","PRAMEF13"
"Gm10424","PRAMEF18"
"Gm10424","PRAMEF5"
"Gm10424","PRAMEF33"
"Gm10424","PRAMEF15"
"Gm10424","PRAMEF14"
"Gm10424","PRAMEF8"
"Gm10424","PRAMEF19"
"Gm10424","PRAMEF17"
"Gm10424","PRAMEF20"
"Myod1","MYOD1"
"Fam166c","FAM166C"
"Tex13b","TEX13B"
"Nipsnap3b","NIPSNAP3A"
"Smim22","SMIM22"
"Tysnd1","TYSND1"
"Sirpb1b","SIRPB1"
"Sirpb1b","AL049634.2"
"Sirpb1b","SIRPG"
"Sirpb1b","SIRPA"
"Twist1","TWIST1"
"Tomm40l","TOMM40L"
"Exosc2","EXOSC2"
"Nipal3","NIPAL3"
"Csgalnact2","CSGALNACT2"
"Kcnk12","KCNK12"
"Ighv15-2","IGHV1OR21-1"
"Ighv15-2","IGHV1-3"
"Ighv15-2","IGHV1-18"
"Ighv15-2","IGHV1-24"
"Ighv15-2","IGHV1-45"
"Ighv15-2","IGHV1-46"
"Ighv15-2","IGHV1-58"
"Ighv15-2","IGHV1-69"
"Ighv15-2","IGHV1-69-2"
"Ighv15-2","IGHV1-69D"
"Olfr1193","OR4S2"
"Bicd1","BICD1"
"Aldh5a1","ALDH5A1"
"Slc41a2","SLC41A2"
"Bckdk","BCKDK"
"Pheta2","PHETA2"
"Adra1d","ADRA1D"
"Rrbp1","RRBP1"
"1700013H16Rik","SYCP3"
"Klhl24","KLHL24"
"Laptm4b","LAPTM4B"
"Eml3","EML3"
"Rab3ip","RAB3IP"
"Rab3ip","AC025263.2"
"Hoxa3","HOXA3"
"Sdf4","SDF4"
"Shbg","SHBG"
"Trbv12-1","TRBV13"
"Ptdss1","PTDSS1"
"Tmem53","TMEM53"
"Gm21173","SYCP3"
"Nptx2","NPTX2"
"Kremen1","KREMEN1"
"Naga","NAGA"
"Rps8","RPS8"
"Uty","UTY"
"Slc22a30","SLC22A9"
"1700123L14Rik","NUP50"
"Hsd17b10","HSD17B10"
"Mterf3","MTERF3"
"Tpi1","TPI1"
"Gm45711","CMTM1"
"Gm45711","CKLF-CMTM1"
"Dgat1","DGAT1"
"Olfr73","OR5D18"
"Ppfia1","PPFIA1"
"Hgh1","HGH1"
"Ndufs2","NDUFS2"
"Rab27a","RAB27A"
"Tgm5","TGM5"
"Tmem212","TMEM212"
"Arhgef26","ARHGEF26"
"4430402I18Rik","SPATA6L"
"Neu3","NEU3"
"Olfr728","OR4K1"
"Nrros","NRROS"
"Gm3259","PRAMEF12"
"Gm3259","PRAMEF1"
"Gm3259","PRAMEF11"
"Gm3259","PRAMEF2"
"Gm3259","PRAMEF7"
"Gm3259","PRAMEF4"
"Gm3259","PRAMEF6"
"Gm3259","PRAMEF10"
"Gm3259","PRAMEF27"
"Gm3259","PRAMEF25"
"Gm3259","PRAMEF26"
"Gm3259","PRAMEF9"
"Gm3259","PRAMEF13"
"Gm3259","PRAMEF18"
"Gm3259","PRAMEF5"
"Gm3259","PRAMEF33"
"Gm3259","PRAMEF15"
"Gm3259","PRAMEF14"
"Gm3259","PRAMEF8"
"Gm3259","PRAMEF19"
"Gm3259","PRAMEF17"
"Gm3259","PRAMEF20"
"Mettl18","METTL18"
"Il12a","IL12A"
"Tm2d1","TM2D1"
"Celsr1","CELSR1"
"Wdfy1","WDFY1"
"Stx1a","STX1A"
"Ighv1-23","IGHV1OR21-1"
"Ighv1-23","IGHV1-3"
"Ighv1-23","IGHV1-18"
"Ighv1-23","IGHV1-24"
"Ighv1-23","IGHV1-45"
"Ighv1-23","IGHV1-46"
"Ighv1-23","IGHV1-58"
"Ighv1-23","IGHV1-69"
"Ighv1-23","IGHV1-69-2"
"Ighv1-23","IGHV1-69D"
"Tnfrsf1b","TNFRSF1B"
"Fahd1","FAHD1"
"Dsg1b","DSG1"
"Vash1","VASH1"
"Anxa3","ANXA3"
"Tagln","TAGLN"
"Dennd1a","DENND1A"
"Ammecr1l","AMMECR1L"
"Pym1","PYM1"
"Tmem184a","TMEM184A"
"Fam71f1","FAM71F1"
"Tpm2","TPM2"
"Plpp5","PLPP5"
"Col4a6","COL4A6"
"Tln1","TLN1"
"Zap70","ZAP70"
"Ctnnbl1","CTNNBL1"
"Actrt2","ACTRT2"
"Gm20890","SYCP3"
"Sult5a1","SULT1A4"
"Sult5a1","SULT1A3"
"Pramef6","PRAMEF12"
"Pramef6","PRAMEF1"
"Pramef6","PRAMEF11"
"Pramef6","PRAMEF2"
"Pramef6","PRAMEF7"
"Pramef6","PRAMEF4"
"Pramef6","PRAMEF6"
"Pramef6","PRAMEF10"
"Pramef6","PRAMEF27"
"Pramef6","PRAMEF25"
"Pramef6","PRAMEF26"
"Pramef6","PRAMEF9"
"Pramef6","PRAMEF13"
"Pramef6","PRAMEF18"
"Pramef6","PRAMEF5"
"Pramef6","PRAMEF33"
"Pramef6","PRAMEF15"
"Pramef6","PRAMEF14"
"Pramef6","PRAMEF8"
"Pramef6","PRAMEF19"
"Pramef6","PRAMEF17"
"Pramef6","PRAMEF20"
"Chadl","CHADL"
"Gm20894","SYCP3"
"Gm29866","SYCP3"
"Sf3b4","SF3B4"
"Nsrp1","NSRP1"
"Lrrc41","LRRC41"
"Ogdh","OGDH"
"Acsm2","ACSM2A"
"Tmem14c","TMEM14C"
"Ptcd2","PTCD2"
"Mettl3","METTL3"
"Ttf2","TTF2"
"Pinx1","PINX1"
"Six4","SIX4"
"Gns","GNS"
"Zfp516","ZNF516"
"Olfr275","OR13F1"
"Flywch1","FLYWCH1"
"Rnf165","RNF165"
"Spink2","SPINK2"
"Olfr357","OR1Q1"
"Anxa4","ANXA4"
"Olfr691","OR52B2"
"Olfr1423","OR4D11"
"Hnrnpc","HNRNPCL1"
"Hnrnpc","HNRNPCL3"
"Hnrnpc","HNRNPCL2"
"Hnrnpc","HNRNPCL4"
"Slco4a1","SLCO4A1"
"Wdr47","WDR47"
"Kctd11","KCTD11"
"Ptpmt1","PTPMT1"
"Hdac6","HDAC6"
"Zp3","ZP3"
"Adarb2","ADARB2"
"Rabl6","RABL6"
"Cdyl","CDYL"
"Ddx51","DDX51"
"Map4k3","MAP4K3"
"Tacr2","TACR2"
"Olfr1424","OR4D10"
"Tnfaip8l3","TNFAIP8L3"
"Zfp169","ZNF169"
"Mrgpra6","MRGPRX1"
"Mrgpra6","MRGPRX2"
"Rubcn","RUBCN"
"Ctps","CTPS1"
"Lgi2","LGI2"
"Ighv1-12","IGHV1OR21-1"
"Ighv1-12","IGHV1-3"
"Ighv1-12","IGHV1-18"
"Ighv1-12","IGHV1-24"
"Ighv1-12","IGHV1-45"
"Ighv1-12","IGHV1-46"
"Ighv1-12","IGHV1-58"
"Ighv1-12","IGHV1-69"
"Ighv1-12","IGHV1-69-2"
"Ighv1-12","IGHV1-69D"
"Prr14l","PRR14L"
"Ctnnb1","CTNNB1"
"Tspan15","TSPAN15"
"Zfp597","ZNF597"
"Pdzrn3","PDZRN3"
"Gm21721","SPIN2B"
"Gm21721","SPIN2A"
"Unc93b1","UNC93B1"
"Myo5b","AC090227.2"
"Myo5b","MYO5B"
"Slc25a1","SLC25A1"
"Entpd7","ENTPD7"
"Sfta2","SFTA2"
"B3glct","B3GLCT"
"Tulp3","TULP3"
"Gm20916","SYCP3"
"Krt7","KRT7"
"Smim38","SMIM38"
"Ripply3","RIPPLY3"
"Ccdc113","CCDC113"
"Zfp41","AC138696.1"
"Zfp41","ZFP41"
"Lmo7","LMO7"
"Por","POR"
"Gm20809","SPIN2B"
"Gm20809","SPIN2A"
"Cacng3","CACNG3"
"Rasa2","RASA2"
"Mettl7a3","METTL7A"
"Chmp2b","CHMP2B"
"Lamb2","LAMB2"
"Gnmt","GNMT"
"Cdk16","CDK16"
"Olfr15","OR2C1"
"Sgcg","SGCG"
"Eif3a","EIF3A"
"Tmem130","TMEM130"
"Apba1","APBA1"
"Vldlr","VLDLR"
"Gm30737","SYCP3"
"Rexo2","REXO2"
"Aadacl3","AADACL3"
"St3gal6","ST3GAL6"
"Smpdl3b","SMPDL3B"
"Mpst","MPST"
"Ska1","SKA1"
"Xylb","XYLB"
"Aloxe3","ALOXE3"
"Trbc1","TRBC1"
"Trbc1","TRBC2"
"Rpa2","RPA2"
"Mrpl24","MRPL24"
"Rab10","RAB10"
"Gja8","GJA8"
"Scrg1","SCRG1"
"Olfr678","OR52E5"
"Gss","GSS"
"Gm21294","SYCP3"
"Rtkn2","RTKN2"
"Prmt9","PRMT9"
"Acsm4","ACSM4"
"Rnf149","RNF149"
"Cck","CCK"
"LTO1","LTO1"
"Vsig8","VSIG8"
"Cyp3a13","CYP3A5"
"Cyp3a13","CYP3A7-CYP3A51P"
"Cyp3a13","CYP3A7"
"Cyp3a13","CYP3A4"
"Cyp3a13","CYP3A43"
"Ighv1-64","IGHV1OR21-1"
"Ighv1-64","IGHV1-3"
"Ighv1-64","IGHV1-18"
"Ighv1-64","IGHV1-24"
"Ighv1-64","IGHV1-45"
"Ighv1-64","IGHV1-46"
"Ighv1-64","IGHV1-58"
"Ighv1-64","IGHV1-69"
"Ighv1-64","IGHV1-69-2"
"Ighv1-64","IGHV1-69D"
"Cyp11a1","CYP11A1"
"Wdr49","WDR49"
"Far2","FAR2"
"Fam240a","FAM240A"
"Gatd1","GATD1"
"Slc5a12","SLC5A12"
"Sgcb","SGCB"
"Trav9d-4","TRAV8-1"
"Trav9d-4","TRAV8-3"
"Cacnb4","AC068547.1"
"Cacnb4","CACNB4"
"Smox","SMOX"
"Mettl27","METTL27"
"Ak4","AK4"
"Drosha","DROSHA"
"Ogn","OGN"
"Atg4a-ps","ATG4A"
"Ube4a","UBE4A"
"Copg2","COPG2"
"Ncf1","NCF1"
"AC133095.1","PRAMEF12"
"AC133095.1","PRAMEF1"
"AC133095.1","PRAMEF11"
"AC133095.1","PRAMEF2"
"AC133095.1","PRAMEF7"
"AC133095.1","PRAMEF4"
"AC133095.1","PRAMEF6"
"AC133095.1","PRAMEF10"
"AC133095.1","PRAMEF27"
"AC133095.1","PRAMEF25"
"AC133095.1","PRAMEF26"
"AC133095.1","PRAMEF9"
"AC133095.1","PRAMEF13"
"AC133095.1","PRAMEF18"
"AC133095.1","PRAMEF5"
"AC133095.1","PRAMEF33"
"AC133095.1","PRAMEF15"
"AC133095.1","PRAMEF14"
"AC133095.1","PRAMEF8"
"AC133095.1","PRAMEF19"
"AC133095.1","PRAMEF17"
"AC133095.1","PRAMEF20"
"H3c8","H3C12"
"Ptpn21","PTPN21"
"Wif1","WIF1"
"Anp32a","ANP32A"
"Vamp1","VAMP1"
"Prpf8","PRPF8"
"Ms4a14","MS4A14"
"Gabrb3","GABRB3"
"Cln5","CLN5"
"Cln5","AC001226.2"
"Klf6","KLF6"
"Fbxl3","FBXL3"
"Efnb3","EFNB3"
"Nup50","NUP50"
"Wfdc9","WFDC9"
"Cftr","CFTR"
"Mdh1","MDH1"
"Olfr362","OR1B1"
"Maf1","MAF1"
"Intu","INTU"
"Mapk10","MAPK10"
"Best1","BEST1"
"Rpp40","RPP40"
"Cldn34c2","CLDN34"
"Zfp365","ZNF365"
"AC133095.2","PRAMEF12"
"AC133095.2","PRAMEF1"
"AC133095.2","PRAMEF11"
"AC133095.2","PRAMEF2"
"AC133095.2","PRAMEF7"
"AC133095.2","PRAMEF4"
"AC133095.2","PRAMEF6"
"AC133095.2","PRAMEF10"
"AC133095.2","PRAMEF27"
"AC133095.2","PRAMEF25"
"AC133095.2","PRAMEF26"
"AC133095.2","PRAMEF9"
"AC133095.2","PRAMEF13"
"AC133095.2","PRAMEF18"
"AC133095.2","PRAMEF5"
"AC133095.2","PRAMEF33"
"AC133095.2","PRAMEF15"
"AC133095.2","PRAMEF14"
"AC133095.2","PRAMEF8"
"AC133095.2","PRAMEF19"
"AC133095.2","PRAMEF17"
"AC133095.2","PRAMEF20"
"Urgcp","URGCP"
"Dnajc30","DNAJC30"
"Epb41l3","EPB41L3"
"Ipo8","IPO8"
"Ifna9","IFNA21"
"Ifna9","IFNA4"
"Ifna9","IFNA14"
"Ifna9","IFNA16"
"Ifna9","IFNA7"
"Ifna9","IFNA10"
"Ifna9","IFNA17"
"Ifna9","IFNA5"
"Ifna9","IFNA6"
"Ifna9","IFNA13"
"Ifna9","IFNA2"
"Ifna9","IFNA8"
"Ifna9","IFNA1"
"Fgfr2","FGFR2"
"Ralgds","AL162417.1"
"Ralgds","RALGDS"
"Tex33","TEX33"
"Wbp2nl","WBP2NL"
"Prss2","PRSS1"
"Prss2","PRSS2"
"Lrrc74a","LRRC74A"
"0610012G03Rik","NCBP2AS2"
"Gm29110","SYCP3"
"Katnal2","KATNAL2"
"Apoa1","APOA1"
"Gk","GK"
"Gk","GK3P"
"Fam160b2","FAM160B2"
"Wipf1","WIPF1"
"Pom121l2","POM121L2"
"Slc39a14","SLC39A14"
"Cldn34d","CLDN34"
"Col4a5","COL4A5"
"Spry1","SPRY1"
"Car9","CA9"
"Mettl7a2","METTL7A"
"Tcl1b2","TCL1B"
"5430427O19Rik","CXorf21"
"Hps4","HPS4"
"Nipa1","NIPA1"
"Nfia","NFIA"
"Zfp979","ZNF34"
"Rhobtb1","RHOBTB1"
"Cabcoco1","CABCOCO1"
"Gm21440","SPIN2B"
"Gm21440","SPIN2A"
"Defb42","DEFB136"
"Arrdc1","ARRDC1"
"Map3k1","MAP3K1"
"Olfr1240","OR4A16"
"Muc5b","MUC5B"
"Il31","IL31"
"Gabra5","GABRA5"
"Chrna4","CHRNA4"
"Cenpi","CENPI"
"Olfr1080","OR8K3"
"Map1lc3a","MAP1LC3A"
"Kif5b","KIF5B"
"Rtp1","RTP1"
"Dnajc8","DNAJC8"
"Gm9573","MUC21"
"Tgfbr3","TGFBR3"
"Arl9","ARL9"
"Cpne9","CPNE9"
"Evc2","EVC2"
"Oxsr1","OXSR1"
"Ppp3r2","PPP3R2"
"Washc4","WASHC4"
"Hook1","HOOK1"
"P2rx2","P2RX2"
"Smco1","SMCO1"
"Plk3","PLK3"
"Rbm46","RBM46"
"Tex26","TEX26"
"Hivep3","HIVEP3"
"2610528A11Rik","C10orf99"
"Robo2","ROBO2"
"Edn2","EDN2"
"Yes1","YES1"
"Pi4k2a","PI4K2A"
"Pi4k2a","AL355315.1"
"Clic1","CLIC1"
"Cdkal1","CDKAL1"
"Gm10488","SYCP3"
"B020004J07Rik","PRAMEF12"
"B020004J07Rik","PRAMEF1"
"B020004J07Rik","PRAMEF11"
"B020004J07Rik","PRAMEF2"
"B020004J07Rik","PRAMEF7"
"B020004J07Rik","PRAMEF4"
"B020004J07Rik","PRAMEF6"
"B020004J07Rik","PRAMEF10"
"B020004J07Rik","PRAMEF27"
"B020004J07Rik","PRAMEF25"
"B020004J07Rik","PRAMEF26"
"B020004J07Rik","PRAMEF9"
"B020004J07Rik","PRAMEF13"
"B020004J07Rik","PRAMEF18"
"B020004J07Rik","PRAMEF5"
"B020004J07Rik","PRAMEF33"
"B020004J07Rik","PRAMEF15"
"B020004J07Rik","PRAMEF14"
"B020004J07Rik","PRAMEF8"
"B020004J07Rik","PRAMEF19"
"B020004J07Rik","PRAMEF17"
"B020004J07Rik","PRAMEF20"
"Nfu1","NFU1"
"Dguok","DGUOK"
"Adcy5","ADCY5"
"Angptl7","ANGPTL7"
"Tmem170b","TMEM170B"
"Ube2l3","UBE2L5"
"Abcc8","ABCC8"
"Olfr738","OR11G2"
"Sac3d1","SAC3D1"
"Sinhcaf","SINHCAF"
"Arl6ip4","ARL6IP4"
"Flrt2","FLRT2"
"Aldh4a1","ALDH4A1"
"Mrpl21","MRPL21"
"Lsmem1","LSMEM1"
"Haus1","HAUS1"
"Xrcc6","XRCC6"
"Rtn4rl1","RTN4RL1"
"Herc6","HERC6"
"Syna","ERVFRD-1"
"Them6","THEM6"
"Faah","FAAH"
"Slc26a5","SLC26A5"
"Slc25a18","SLC25A18"
"Nom1","NOM1"
"Sema3f","SEMA3F"
"Dnajc2","DNAJC2"
"Uqcc2","UQCC2"
"Ighv1-53","IGHV1OR21-1"
"Ighv1-53","IGHV1-3"
"Ighv1-53","IGHV1-18"
"Ighv1-53","IGHV1-24"
"Ighv1-53","IGHV1-45"
"Ighv1-53","IGHV1-46"
"Ighv1-53","IGHV1-58"
"Ighv1-53","IGHV1-69"
"Ighv1-53","IGHV1-69-2"
"Ighv1-53","IGHV1-69D"
"Gm21865","SYCP3"
"Tgfb1i1","TGFB1I1"
"Ano6","ANO6"
"Gm2411","CLDN34"
"Gm20918","SPIN2B"
"Gm20918","SPIN2A"
"Ndrg4","NDRG4"
"Hhla1","HHLA1"
"Srsf3","SRSF3"
"Cdh3","CDH3"
"Ttyh3","TTYH3"
"Olfr641","OR51I2"
"Hrh1","HRH1"
"Coprs","COPRS"
"Armcx4","ARMCX4"
"Arhgef39","ARHGEF39"
"Wdr81","WDR81"
"Adgrf3","ADGRF3"
"Sec23ip","SEC23IP"
"Mageb2","MAGEB6B"
"Mageb2","MAGEB6"
"Mettl22","METTL22"
"Grsf1","GRSF1"
"Wfdc2","WFDC2"
"Tcl1b5","TCL1B"
"Ccdc90b","CCDC90B"
"Ppig","PPIG"
"Bnip3","BNIP3"
"Kctd1","KCTD1"
"Psrc1","PSRC1"
"Gab1","GAB1"
"Naxe","NAXE"
"Krt84","KRT84"
"Rnf10","RNF10"
"Rala","RALA"
"Gp5","GP5"
"Ap5m1","AP5M1"
"Cfap44","CFAP44"
"Trav7n-6","TRAV12-1"
"Tmem184c","TMEM184C"
"Olfr211","OR13A1"
"Itih4","ITIH4"
"Olfr1431","OR5AN1"
"Gm20835","SYCP3"
"Pi16","PI16"
"Zfp986","ZNF34"
"Ergic2","ERGIC2"
"Zdhhc22","ZDHHC22"
"Wdr24","WDR24"
"Psmb2","PSMB2"
"Cth","CTH"
"Olfr677","OR52E4"
"Mrgpra3","MRGPRX1"
"Mrgpra3","MRGPRX2"
"Cnpy3","CNPY3"
"Alg11","ALG11"
"Herc2","HERC2"
"Bbs5","BBS5"
"Bbs5","AC093899.2"
"Mycs","MYCN"
"Aknad1","AKNAD1"
"Sppl2a","SPPL2A"
"Gpt","GPT"
"A1bg","A1BG"
"Aars","AARS"
"Abca17","ABCA17P"
"Abca8a","ABCA8"
"Abcg2","ABCG2"
"Ace3","ACE3P"
"Acp1","ACP1"
"Acpp","ACPP"
"Adam19","ADAM19"
"Adam1a","ADAM1A"
"Adam1b","ADAM1B"
"Adam24","ADAM24P"
"Adam3","ADAM3A"
"Adam5","ADAM5"
"Adam6a","ADAM6"
"Adgre4","ADGRE4P"
"Adprhl2","ADPRHL2"
"Adss","ADSS"
"Adssl1","ADSSL1"
"Afg3l1","AFG3L1P"
"Ahsa2","AHSA2P"
"Ahsp","AHSP"
"Airn","AIRN"
"Ak6","AK6"
"Akap17b","AKAP17BP"
"Akap2","AKAP2"
"Akr1b10","AKR1B15"
"Akr1b7","AKR1B15"
"Akr1b8","AKR1B15"
"Akr7a5","AKR7A2"
"Akr7a5","AKR7A3"
"Alg13","ALG13"
"Amy1","AMY1A"
"Amy2a1","AMY1A"
"Amy2a2","AMY1A"
"Amy2a3","AMY1A"
"Amy2a4","AMY1A"
"Amy2a5","AMY1A"
"Amy1","AMY1B"
"Amy2a1","AMY1B"
"Amy2a2","AMY1B"
"Amy2a3","AMY1B"
"Amy2a4","AMY1B"
"Amy2a5","AMY1B"
"Amy1","AMY1C"
"Amy2a1","AMY1C"
"Amy2a2","AMY1C"
"Amy2a3","AMY1C"
"Amy2a4","AMY1C"
"Amy2a5","AMY1C"
"Amy1","AMY2A"
"Amy2a1","AMY2A"
"Amy2a2","AMY2A"
"Amy2a3","AMY2A"
"Amy2a4","AMY2A"
"Amy2a5","AMY2A"
"Amy1","AMY2B"
"Amy2a1","AMY2B"
"Amy2a2","AMY2B"
"Amy2a3","AMY2B"
"Amy2a4","AMY2B"
"Amy2a5","AMY2B"
"Anapc11","ANAPC11"
"Ankdd1b","ANKDD1B"
"Ankfn1","ANKFN1"
"Ankrd26","ANKRD26"
"Ankrd7","ANKRD7"
"Anxa13","ANXA13"
"Aox3","AOX3P"
"Apela","APELA"
"Apon","APONP"
"Arf2","ARF2P"
"Arih2os","ARIH2OS"
"Gm16397","ARMCX7P"
"Art2b","ART2BP"
"Asna1","ASNA1"
"Atad2","ATAD2"
"Atad3a","ATAD3B"
"Atad3a","ATAD3C"
"Atp5g1","ATP5MC1"
"Atp5g2","ATP5MC2"
"Atp5f1","ATP5PB"
"mt-Atp6","ATP6"
"mt-Atp8","ATP8"
"Atp8b5","ATP8B5P"
"Gm16536","BACE1-AS"
"Bbc3","BBC3"
"Bbip1","BBIP1"
"Becn2","BECN2"
"Bend7","BEND7"
"Bet1","BET1"
"Bmncr","BMNCR"
"Bmp8a","BMP8A"
"Bmp8b","BMP8B"
"Bpifb5","BPIFB5P"
"Bpifb9a","BPIFB9P"
"Btf3l4","BTF3L4"
"Btg1","BTG1"
"Btnl10","BTNL10"
"B230118H07Rik","C11orf74"
"1810009A15Rik","C11orf98"
"1700031M16Rik","C12orf54"
"Gm32929","C15orf54"
"4930451G09Rik","C16orf71"
"BC030867","C17orf53"
"1600002K03Rik","C19orf24"
"2410002F23Rik","C19orf48"
"6330411D24Rik","C1orf196"
"Gm7694","C1orf226"
"1700020A23Rik","C20orf141"
"4930407I10Rik","C22orf46"
"C2cd4a","C2CD4A"
"C2cd4b","C2CD4B"
"2410004P03Rik","C2orf50"
"1700001C02Rik","C2orf70"
"Gm35549","C3orf86"
"C4a","C4A"
"C4a","C4B"
"D1Ertd622e","C5orf30"
"1700021F05Rik","C6orf203"
"4930539E08Rik","C6orf222"
"Tsc22d4","C7orf61"
"9130401M01Rik","C8orf76"
"4921517D22Rik","C9orf153"
"Gm3443","C9orf57"
"Cadps","CADPS"
"Calr4","CALR4P"
"Camk2d","CAMK2D"
"Carmn","CARMN"
"Cars","CARS"
"Casp16","CASP16P"
"Casp4","CASP4"
"Casz1","CASZ1"
"Cbwd1","CBWD1"
"Cbx3","CBX3"
"Ccdc110","CCDC110"
"4930548H24Rik","CCDC121"
"Ccdc162","CCDC162P"
"Ccdc163","CCDC163"
"Ccdc166","CCDC166"
"Ccdc183","CCDC183"
"Cccd201","CCDC201"
"Ccdc40","CCDC40"
"Ccdc63","CCDC63"
"Ccdc7a","CCDC7"
"Ccdc7b","CCDC7"
"Ccdc92b","CCDC92B"
"Ccdc96","CCDC96"
"Ccl1","CCL1"
"Gm21541","CCL21"
"Ccl25","CCL25"
"Ccl26","CCL26"
"Ccl27a","CCL27"
"Gm13306","CCL27"
"Cct8l1","CCT8L1P"
"Cd24a","CD24"
"Cd300ld","CD300LD"
"Cd300ld3","CD300LD"
"Cd300ld4","CD300LD"
"Cd300ld5","CD300LD"
"Cd33","CD33"
"Cd68","CD68"
"Cdc14b","CDC14B"
"Cdiptos","CDIPTOSP"
"Cdkn2a","CDKN2A"
"Ceacam1","CEACAM1"
"Ceacam2","CEACAM1"
"Celf5","CELF5"
"Cenpx","CENPX"
"Ces1a","CES1"
"Ces1e","CES1"
"Ces1f","CES1"
"Ces2h","CES2"
"Cetn4","CETN4P"
"Cfap47","CFAP47"
"Cfap53","CFAP53"
"Cfap97d2","CFAP97D2"
"Cfh","CFH"
"Cfm1","CFM1"
"Chaer1","CHAER1"
"2610002M06Rik","CHMP1B2P"
"Chst5","CHST5"
"Chst5","CHST6"
"Cistr","CISTR"
"Cldn22","CLDN22"
"Cldn24","CLDN24"
"Cldn25-ps","CLDN25"
"Cmah","CMAHP"
"Cnpy2","CNPY2"
"Col10a1","COL10A1"
"Col22a1","COL22A1"
"Col24a1","COL24A1"
"Col4a3bp","COL4A3BP"
"Col7a1","COL7A1"
"Col9a3","COL9A3"
"mt-Co1","COX1"
"mt-Co2","COX2"
"mt-Co3","COX3"
"Cox8b","COX8BP"
"Cox8c","COX8C"
"Cr1l","CR1L"
"Crct1","CRCT1"
"Crygd","CRYGD"
"Cryzl2","CRYZL2P"
"Csn1s2a","CSN1S2AP"
"Csn1s2b","CSN1S2BP"
"Cst12","CST12P"
"Cst13","CST13P"
"Cst9","CST9"
"Cstdc3","CSTA"
"Ctf2","CTF2P"
"Cutal","CUTALP"
"Cxcr1","CXCR1"
"1110012L19Rik","CXorf40A"
"1110012L19Rik","CXorf40B"
"Fam90a1b","CXorf58"
"Cyct","CYCTP"
"Cyp11b1","CYP11B1"
"Cyp11b2","CYP11B1"
"Cyp11b1","CYP11B2"
"Cyp11b2","CYP11B2"
"Cyp21a1","CYP21A1P"
"Cyp2ab1","CYP2AB1P"
"Cyp2c23","CYP2C23P"
"Cyp2f2","CYP2F2P"
"Cyp2g1","CYP2G1P"
"Cyp2t4","CYP2T1P"
"Cysltr2","CYSLTR2"
"mt-Cytb","CYTB"
"Dalir","DALIR"
"Dancr","DANCR"
"Dap","DAP"
"Dars","DARS"
"Daw1","DAW1"
"Dbil5","DBIL5P"
"Dcaf12l1","DCAF12L1"
"Ddi2","DDI2"
"Ddx43","DDX43"
"Defb1","DEFB1"
"Defb34","DEFB106A"
"Defb34","DEFB106B"
"Defb19","DEFB119"
"Defb22","DEFB126"
"Dhrsx","DHRSX"
"Dio3os","DIO3OS"
"Dlx6os1","DLX6-AS1"
"Dmrtc1a","DMRTC1"
"Dmrtc1b","DMRTC1B"
"Dnah14","DNAH14"
"Doc2g","DOC2GP"
"Dpcd","DPCD"
"Dtnb","DTNB"
"Dubr","DUBR"
"Dusp3","DUSP3"
"Dynap","DYNAP"
"1500015O10Rik","ECRG4"
"Eef1a1","EEF1A1"
"Efcab8","EFCAB8"
"Egfem1","EGFEM1P"
"Eif1","EIF1"
"Eldr","ELDR"
"Elmsan1","ELMSAN1"
"Emx2os","EMX2OS"
"Eprs","EPRS"
"Erich6b","ERICH6B"
"Etd","ETDA"
"Etd","ETDB"
"Etd","ETDC"
"Etv3l","ETV3L"
"AU022751","EZHIP"
"Faap20","FAAP20"
"Fam104a","FAM104A"
"Fam169b","FAM169B"
"Fam173a","FAM173A"
"Fam186a","FAM186A"
"Fam192a","FAM192A"
"Fam205a1","FAM205A"
"Fam205a2","FAM205A"
"Fam205a3","FAM205A"
"Fam205a4","FAM205A"
"Fam24a","FAM24A"
"Fam24b","FAM24B"
"Fam45a","FAM45A"
"Fam47c","FAM47C"
"Fam49a","FAM49A"
"Fam49b","FAM49B"
"Fbxl21","FBXL21P"
"Fbxo44","FBXO44"
"Fcgbp","FCGBP"
"Fcnb","FCN2"
"Fcrl1","FCRL1"
"Fdxr","FDXR"
"Fendrr","FENDRR"
"Fer1l4","FER1L4"
"Fgf13","FGF13"
"Fip1l1","FIP1L1"
"Firre","FIRRE"
