"MouseGeneName","HumanGeneName"
"Olfr767","OR2AP1"
"Vps41","VPS41"
"Olfr262","OR5AN1"
"Pkia","PKIA"
"Magix","MAGIX"
"Gm3106","PRAMEF12"
"Gm3106","PRAMEF1"
"Gm3106","PRAMEF11"
"Gm3106","PRAMEF2"
"Gm3106","PRAMEF10"
"Gm3106","PRAMEF6"
"Gm3106","PRAMEF7"
"Gm3106","PRAMEF4"
"Gm3106","PRAMEF27"
"Gm3106","PRAMEF25"
"Gm3106","PRAMEF26"
"Gm3106","PRAMEF9"
"Gm3106","PRAMEF13"
"Gm3106","PRAMEF18"
"Gm3106","PRAMEF5"
"Gm3106","PRAMEF15"
"Gm3106","PRAMEF8"
"Gm3106","PRAMEF33"
"Gm3106","PRAMEF14"
"Gm3106","PRAMEF19"
"Gm3106","PRAMEF17"
"Gm3106","PRAMEF20"
"Sri","SRI"
"Ighv1-34","IGHV1-69-2"
"ETV3L","ETV3L"
"Disc1","DISC1"
"Socs6","SOCS6"
"Snrnp48","SNRNP48"
"Dusp2","DUSP2"
"Ndufb5","NDUFB5"
"Cript","CRIPT"
"Ppp6r1","PPP6R1"
"Rp1","RP1"
"Mrgpra3","MRGPRX3"
"Mrgpra3","MRGPRX4"
"Fam90a1a","AC134684.11"
"Fam90a1a","AC134684.8"
"Fam90a1a","AC134684.9"
"Fam90a1a","AC084121.9"
"Fam90a1a","AC084121.11"
"Fam90a1a","AC084121.6"
"Fam90a1a","AC084121.12"
"Fam90a1a","AC084121.8"
"Fam90a1a","AC084121.7"
"Fam90a1a","AC084121.5"
"Fam90a1a","AC084121.13"
"Sin3a","SIN3A"
"Calr3","CALR3"
"Romo1","ROMO1"
"Pramel6","PRAMEF12"
"Pramel6","PRAMEF1"
"Pramel6","PRAMEF11"
"Pramel6","PRAMEF2"
"Pramel6","PRAMEF10"
"Pramel6","PRAMEF6"
"Pramel6","PRAMEF7"
"Pramel6","PRAMEF4"
"Pramel6","PRAMEF27"
"Pramel6","PRAMEF25"
"Pramel6","PRAMEF26"
"Pramel6","PRAMEF9"
"Pramel6","PRAMEF13"
"Pramel6","PRAMEF18"
"Pramel6","PRAMEF5"
"Pramel6","PRAMEF15"
"Pramel6","PRAMEF8"
"Pramel6","PRAMEF33"
"Pramel6","PRAMEF14"
"Pramel6","PRAMEF19"
"Pramel6","PRAMEF17"
"Pramel6","PRAMEF20"
"St3gal4","ST3GAL4"
"Stpg2","STPG2"
"Zfp202","ZNF202"
"Gpa33","GPA33"
"Pramef20","PRAMEF12"
"Pramef20","PRAMEF1"
"Pramef20","PRAMEF11"
"Pramef20","PRAMEF2"
"Pramef20","PRAMEF10"
"Pramef20","PRAMEF6"
"Pramef20","PRAMEF7"
"Pramef20","PRAMEF4"
"Pramef20","PRAMEF27"
"Pramef20","PRAMEF25"
"Pramef20","PRAMEF26"
"Pramef20","PRAMEF9"
"Pramef20","PRAMEF13"
"Pramef20","PRAMEF18"
"Pramef20","PRAMEF5"
"Pramef20","PRAMEF15"
"Pramef20","PRAMEF8"
"Pramef20","PRAMEF33"
"Pramef20","PRAMEF14"
"Pramef20","PRAMEF19"
"Pramef20","PRAMEF17"
"Pramef20","PRAMEF20"
"Gm5155","CEACAM1"
"Gm5155","CEACAM8"
"Lrriq3","LRRIQ3"
"Tpgs2","TPGS2"
"Defa43","DEFA6"
"Defa43","DEFA4"
"Defa43","DEFA1"
"Defa43","DEFA1B"
"Defa43","DEFA3"
"Defa43","DEFA5"
"Adhfe1","AC009879.2"
"Adhfe1","AC009879.3"
"Adhfe1","ADHFE1"
"Cd83","CD83"
"Cd5l","CD5L"
"Mettl21c","METTL21C"
"Zcrb1","ZCRB1"
"Pde4d","PDE4D"
"Gm2022","EIF1AX"
"Fnbp4","FNBP4"
"Gm7694","AL512785.2"
"Sptssa","SPTSSA"
"Gm5662","EIF1AX"
"Abcc6","ABCC6"
"Rsl1d1","RSL1D1"
"Pcdhb1","PCDHB1"
"Olfr828","OR7G2"
"Ntng2","NTNG2"
"Azgp1","AZGP1"
"Ulk2","ULK2"
"Spink10","SPINK9"
"Sptlc1","SPTLC1"
"Commd4","COMMD4"
"Mcm5","MCM5"
"Pla2g10","PLA2G10"
"Actl7a","ACTL7A"
"Flt4","FLT4"
"Chmp2b","CHMP2B"
"Ighv8-2","IGHV2-70D"
"Ighv8-2","IGHV2-70"
"Ighv8-2","IGHV2OR16-5"
"Ifnlr1","IFNLR1"
"Hccs","HCCS"
"Cherp","CHERP"
"Hsd3b5","HSD3B2"
"Hsd3b5","HSD3B1"
"Clvs2","CLVS2"
"Sumo3","SUMO3"
"Mid1","MID1"
"4933412E24Rik","BX276092.9"
"4933412E24Rik","CXorf49"
"4933412E24Rik","CXorf49B"
"Aspscr1","ASPSCR1"
"Catsperg1","CATSPERG"
"Rasgrp4","RASGRP4"
"Ccdc178","CCDC178"
"Apol9a","APOL4"
"Apol9a","APOL2"
"Apol9a","APOL1"
"Dcstamp","DCSTAMP"
"Rexo5","REXO5"
"Nadk","NADK"
"Naalad2","NAALAD2"
"Rbbp7","RBBP7"
"Gmppa","GMPPA"
"Erp44","ERP44"
"Arc","ARC"
"Igkv8-34","IGKV4-1"
"Nudt22","NUDT22"
"Pou1f1","POU1F1"
"Rrn3","RRN3"
"Cdyl2","CDYL2"
"Trak1","TRAK1"
"Xlr5a","FAM9C"
"Xlr5a","FAM9A"
"Xlr5a","FAM9B"
"Rsu1","RSU1"
"Serpinb6c","SERPINB6"
"Mtx2","MTX2"
"Cdx2","CDX2"
"Cd6","CD6"
"Trpm4","TRPM4"
"Acsm2","ACSM2A"
"Acsm2","ACSM2B"
"Cdc23","CDC23"
"Snrnp70","SNRNP70"
"Relt","RELT"
"Apoc4","APOC4"
"Apoc4","APOC4-APOC2"
"Cdk11b","CDK11B"
"Cdk11b","CDK11A"
"Gtf2a1l","GTF2A1L"
"Efhb","EFHB"
"Wnt7b","WNT7B"
"Bmp5","BMP5"
"Cgrrf1","CGRRF1"
"Exoc3l2","EXOC3L2"
"Bicra","BICRA"
"Mfap2","MFAP2"
"Stc2","STC2"
"Ggcx","GGCX"
"Bsn","BSN"
"Olfr1273-ps","OR4B1"
"Il13","IL13"
"Olfr924","OR8D2"
"Ttll6","TTLL6"
"Dok1","DOK1"
"Gm10681","HSD3B2"
"Gm10681","HSD3B1"
"8030462N17Rik","C18orf25"
"Tcf23","TCF23"
"Gm13040","PRAMEF12"
"Gm13040","PRAMEF1"
"Gm13040","PRAMEF11"
"Gm13040","PRAMEF2"
"Gm13040","PRAMEF10"
"Gm13040","PRAMEF6"
"Gm13040","PRAMEF7"
"Gm13040","PRAMEF4"
"Gm13040","PRAMEF27"
"Gm13040","PRAMEF25"
"Gm13040","PRAMEF26"
"Gm13040","PRAMEF9"
"Gm13040","PRAMEF13"
"Gm13040","PRAMEF18"
"Gm13040","PRAMEF5"
"Gm13040","PRAMEF15"
"Gm13040","PRAMEF8"
"Gm13040","PRAMEF33"
"Gm13040","PRAMEF14"
"Gm13040","PRAMEF19"
"Gm13040","PRAMEF17"
"Gm13040","PRAMEF20"
"Coq3","COQ3"
"Pcsk6","PCSK6"
"Zfp275","ZNF460"
"Foxj3","FOXJ3"
"Klc3","KLC3"
"Anp32e","ANP32E"
"Defa21","DEFA6"
"Defa21","DEFA4"
"Defa21","DEFA1"
"Defa21","DEFA1B"
"Defa21","DEFA3"
"Defa21","DEFA5"
"Rhno1","RHNO1"
"Olfr354","OR1N2"
"Cenpu","CENPU"
"Slc6a4","SLC6A4"
"Gpn1","GPN1"
"Tal2","TAL2"
"Klhl6","KLHL6"
"Cldn19","CLDN19"
"Gdap2","GDAP2"
"Ddx31","DDX31"
"Snrpa1","SNRPA1"
"Pim1","PIM1"
"Hmx2","HMX2"
"Fhod3","FHOD3"
"Trappc10","FP565260.6"
"Ptprf","PTPRF"
"Hace1","HACE1"
"Ctnnd1","CTNND1"
"Crip3","CRIP3"
"Rcor2","RCOR2"
"Gm22986","SNORA61"
"Mmp28","MMP28"
"Ywhah","YWHAH"
"Hoxb3","HOXB3"
"Tap2","AL669918.1"
"Tap2","TAP2"
"AC118710.1","CYP2D7"
"Ceacam5","CEACAM1"
"Ceacam5","CEACAM8"
"Nasp","NASP"
"Tmem250-ps","TMEM250"
"Prickle1","PRICKLE1"
"Ctnna3","CTNNA3"
"Gm2411","CLDN34"
"Arhgef18","ARHGEF18"
"Arhgef18","AC008878.3"
"Diras2","DIRAS2"
"Ddhd2","DDHD2"
"Lyrm7","LYRM7"
"Nt5dc3","NT5DC3"
"Smim11","SMIM11B"
"Bex1","BEX1"
"Bex1","BEX2"
"Selenom","SELENOM"
"Cfap97","CFAP97"
"Ddx52","DDX52"
"Atxn3","ATXN3"
"Aqp6","AQP6"
"Hoxb1","HOXB1"
"Hif1a","HIF1A"
"Foxred2","FOXRED2"
"Olfr808","OR6C65"
"Gm4756","DHRS7"
"Bcan","BCAN"
"U2af1","U2AF1"
"Adh5","ADH5"
"Mcm3","MCM3"
"Dock1","DOCK1"
"Slfn2","SLFN12"
"Slfn2","SLFN12L"
"Myo3a","MYO3A"
"Slc16a10","SLC16A10"
"Pofut1","POFUT1"
"Gm25087","SNORD115-31"
"Idi2","IDI2"
"Akr1a1","AKR1A1"
"Pot1b","POT1"
"Terf1","TERF1"
"Gm22632","SNORD115-31"
"Apoa1","APOA1"
"Plxnd1","PLXND1"
"Acot10","ACOT9"
"Capzb","CAPZB"
"Grm8","GRM8"
"Pcdha1","PCDHA1"
"Lzic","LZIC"
"Natd1","NATD1"
"Sprtn","SPRTN"
"Nt5c3b","NT5C3B"
"Gm25870","SNORD115-31"
"Purg","PURG"
"Slc25a31","SLC25A31"
"Ighv1-81","IGHV1-69-2"
"Gm49378","AL136295.1"
"Gm49378","TM9SF1"
"Gm49378","AL136295.4"
"Raly","RALY"
"Stk10","STK10"
"Capn8","CAPN8"
"Gm13693","CWC22"
"Tnnt2","TNNT2"
"Gm14569","KIAA1210"
"Skap1","SKAP1"
"5330417C22Rik","KIAA1324"
"Ssb","SSB"
"Rai2","RAI2"
"Eif2ak3","EIF2AK3"
"Hdac11","HDAC11"
"Gsx1","GSX1"
"Ercc6l","ERCC6L"
"Trgv3","TRGV10"
"Ccdc88a","CCDC88A"
"Osr1","OSR1"
"Mien1","MIEN1"
"Mest","MEST"
"Fopnl","FOPNL"
"Dtd2","DTD2"
"Clca4a","CLCA4"
"Slfn4","SLFN12"
"Slfn4","SLFN12L"
"Tbc1d13","TBC1D13"
"Spata7","AL049834.1"
"Smyd3","SMYD3"
"Tmem179","TMEM179"
"Gm23790","RNU6-90P"
"Snapc1","SNAPC1"
"Gm24219","SNORD115-31"
"Homer3","HOMER3"
"Homer3","AC002985.1"
"Gm24862","SNORD115-31"
"Azi2","AZI2"
"Scml2","SCML2"
"Spata2","SPATA2"
"Fam161b","FAM161B"
"Ciz1","CIZ1"
"Tmem167b","TMEM167B"
"Fgf1","FGF1"
"AA792892","PRAMEF12"
"AA792892","PRAMEF1"
"AA792892","PRAMEF11"
"AA792892","PRAMEF2"
"AA792892","PRAMEF10"
"AA792892","PRAMEF6"
"AA792892","PRAMEF7"
"AA792892","PRAMEF4"
"AA792892","PRAMEF27"
"AA792892","PRAMEF25"
"AA792892","PRAMEF26"
"AA792892","PRAMEF9"
"AA792892","PRAMEF13"
"AA792892","PRAMEF18"
"AA792892","PRAMEF5"
"AA792892","PRAMEF15"
"AA792892","PRAMEF8"
"AA792892","PRAMEF33"
"AA792892","PRAMEF14"
"AA792892","PRAMEF19"
"AA792892","PRAMEF17"
"AA792892","PRAMEF20"
"Slc25a2","SLC25A2"
"Loxl1","LOXL1"
"Rbpj","RBPJ"
"Hoxb5","HOXB5"
"Clspn","CLSPN"
"Fermt3","FERMT3"
"Bmpr1a","BMPR1A"
"Gpx3","GPX3"
"Smoc1","SMOC1"
"Camkmt","CAMKMT"
"Clec1b","CLEC1B"
"Gne","GNE"
"Mgst1","MGST1"
"Med8","MED8"
"Fgfr1op2","FGFR1OP2"
"Tbx15","TBX15"
"Olfr854","OR7G1"
"Krcc1","KRCC1"
"Ralgds","AL162417.1"
"Ralgds","RALGDS"
"Cactin","CACTIN"
"Slc4a1","SLC4A1"
"Olfr1565","OR4X2"
"S100a2","S100A2"
"Nalcn","NALCN"
"Sbspon","SBSPON"
"Mrps18b","MRPS18B"
"Tnfsf18","TNFSF18"
"Gm49510","Z83844.3"
"Gm49510","SH3BP1"
"Inhbc","INHBC"
"Inpp5b","INPP5B"
"Car14","CA14"
"Ceacam3","CEACAM1"
"Ceacam3","CEACAM8"
"Fpgt","FPGT"
"Ambp","AMBP"
"Dact3","DACT3"
"Gm25230","SNORD115-31"
"Mst1","MST1"
"Ppm1a","PPM1A"
"Mypn","MYPN"
"Ccdc177","CCDC177"
"Cthrc1","CTHRC1"
"Dio2","DIO2"
"2610507B11Rik","KIAA0100"
"Micall2","MICALL2"
"Dcps","DCPS"
"Atp2b1","ATP2B1"
"Kif3b","KIF3B"
"Napa","NAPA"
"Pcif1","PCIF1"
"Hif3a","HIF3A"
"Mef2d","MEF2D"
"Arid4a","ARID4A"
"Ankrd45","ANKRD45"
"Ankrd45","AL139142.2"
"Defa42","DEFA6"
"Defa42","DEFA4"
"Defa42","DEFA1"
"Defa42","DEFA1B"
"Defa42","DEFA3"
"Defa42","DEFA5"
"Ighv8-6","IGHV2-70D"
"Ighv8-6","IGHV2-70"
"Ighv8-6","IGHV2OR16-5"
"Nwd2","NWD2"
"Gm9803","PAM16"
"Tmod3","TMOD3"
"Ccdc105","CCDC105"
"Rab44","RAB44"
"Slamf8","SLAMF8"
"Dus3l","DUS3L"
"Dus3l","AC011499.1"
"Sh2d4a","SH2D4A"
"Gm18596","KRTAP10-11"
"Gm18596","KRTAP10-4"
"Gm18596","KRTAP10-9"
"Gm18596","KRTAP10-6"
"Phf14","PHF14"
"Klc4","KLC4"
"Hcfc2","HCFC2"
"Psmd8","PSMD8"
"Troap","TROAP"
"Car1","CA1"
"Defa5","DEFA6"
"Defa5","DEFA4"
"Defa5","DEFA1"
"Defa5","DEFA1B"
"Defa5","DEFA3"
"Defa5","DEFA5"
"Plcd4","PLCD4"
"Gm3435","ERMARD"
"Gm24040","SNORD115-31"
"B020004J07Rik","PRAMEF12"
"B020004J07Rik","PRAMEF1"
"B020004J07Rik","PRAMEF11"
"B020004J07Rik","PRAMEF2"
"B020004J07Rik","PRAMEF10"
"B020004J07Rik","PRAMEF6"
"B020004J07Rik","PRAMEF7"
"B020004J07Rik","PRAMEF4"
"B020004J07Rik","PRAMEF27"
"B020004J07Rik","PRAMEF25"
"B020004J07Rik","PRAMEF26"
"B020004J07Rik","PRAMEF9"
"B020004J07Rik","PRAMEF13"
"B020004J07Rik","PRAMEF18"
"B020004J07Rik","PRAMEF5"
"B020004J07Rik","PRAMEF15"
"B020004J07Rik","PRAMEF8"
"B020004J07Rik","PRAMEF33"
"B020004J07Rik","PRAMEF14"
"B020004J07Rik","PRAMEF19"
"B020004J07Rik","PRAMEF17"
"B020004J07Rik","PRAMEF20"
"Sfxn1","SFXN1"
"Ighv1-55","IGHV1-69-2"
"Ces1d","CES1"
"Ankrd61","ANKRD61"
"Malt1","MALT1"
"Ezh2","EZH2"
"Dagla","DAGLA"
"Cdk7","CDK7"
"Slc44a4","SLC44A4"
"Cntrob","CNTROB"
"Gm28551","ASNSD1"
"Gm28551","AC012488.2"
"Eif5a2","EIF5A2"
"Tmem192","TMEM192"
"Fgl1","FGL1"
"Slfn14","SLFN14"
"Ighv1-39","IGHV1-69-2"
"Ube2c","UBE2C"
"Trim7","TRIM7"
"Clcnka","CLCNKB"
"Lipt1","LIPT1"
"Dst","DST"
"Alkbh3","ALKBH3"
"Dnase1l1","DNASE1L1"
"Gucy1a2","GUCY1A2"
"Gm3376","RBMY1D"
"Gm3376","RBMY1A1"
"Psors1c2","PSORS1C2"
"Ly6g6e","LY6G6E"
"Ly6g6e","AL662899.3"
"Tnr","TNR"
"Lca5","LCA5"
"Cbln2","CBLN2"
"Spry4","SPRY4"
"Tcn2","TCN2"
"Pold2","POLD2"
"Qsox2","QSOX2"
"Hnrnpa1","HNRNPA1"
"Prdm1","PRDM1"
"Gm25194","SNORD115-31"
"Cox8a","COX8A"
"Pgrmc2","PGRMC2"
"Pkn1","PKN1"
"S100a14","S100A14"
"Batf","BATF"
"Cnot8","CNOT8"
"Tpte","TPTE"
"Wnt8a","WNT8A"
"Kansl1","KANSL1"
"Kctd13","KCTD13"
"Eif3m","EIF3M"
"Cldn23","CLDN23"
"Gipc1","GIPC1"
"Krtap10-4","KRTAP10-11"
"Krtap10-4","KRTAP10-4"
"Krtap10-4","KRTAP10-9"
"Krtap10-4","KRTAP10-6"
"Tomt","AP000812.4"
"Tomt","LRTOMT"
"Hirip3","HIRIP3"
"Gm15262","BEND2"
"Ddit3","DDIT3"
"Xrcc5","XRCC5"
"Sf3a3","SF3A3"
"Tmem143","TMEM143"
"Sspn","SSPN"
"Gm26230","SNORD115-31"
"Baalc","BAALC"
"Repin1","REPIN1"
"Olfr357","OR1Q1"
"Nlgn1","NLGN1"
"Ptgis","PTGIS"
"Ighv8-9","IGHV2-70D"
"Ighv8-9","IGHV2-70"
"Ighv8-9","IGHV2OR16-5"
"Ppbp","PPBP"
"2310022A10Rik","C19orf47"
"Tbcb","TBCB"
"Krtap12-1","KRTAP10-9"
"Krtap12-1","KRTAP10-6"
"Gm20075","BTF3L4"
"Fam102b","FAM102B"
"Zfp3","ZFP3"
"Gm7942","PRAMEF12"
"Gm7942","PRAMEF1"
"Gm7942","PRAMEF11"
"Gm7942","PRAMEF2"
"Gm7942","PRAMEF10"
"Gm7942","PRAMEF6"
"Gm7942","PRAMEF7"
"Gm7942","PRAMEF4"
"Gm7942","PRAMEF27"
"Gm7942","PRAMEF25"
"Gm7942","PRAMEF26"
"Gm7942","PRAMEF9"
"Gm7942","PRAMEF13"
"Gm7942","PRAMEF18"
"Gm7942","PRAMEF5"
"Gm7942","PRAMEF15"
"Gm7942","PRAMEF8"
"Gm7942","PRAMEF33"
"Gm7942","PRAMEF14"
"Gm7942","PRAMEF19"
"Gm7942","PRAMEF17"
"Gm7942","PRAMEF20"
"Defa2","DEFA6"
"Defa2","DEFA4"
"Defa2","DEFA1"
"Defa2","DEFA1B"
"Defa2","DEFA3"
"Defa2","DEFA5"
"Tdpoz5","SPOP"
"Sec23ip","SEC23IP"
"Stradb","STRADB"
"Kazn","KAZN"
"Syt5","SYT5"
"Nbea","NBEA"
"Nkiras1","NKIRAS1"
"Gpat2","GPAT2"
"Gba","GBA"
"Mrps30","MRPS30"
"Ap4m1","AP4M1"
"Tmem156","TMEM156"
"Arhgef19","ARHGEF19"
"Akr1b8","AKR1B10"
"Snord42b","SNORD42B"
"Fam135a","FAM135A"
"Zkscan6","ZNF18"
"Spag11b","SPAG11A"
"Kif20a","KIF20A"
"Gm26040","AC106037.1"
"Col8a2","COL8A2"
"Hspb7","HSPB7"
"Nbl1","NBL1"
"Ighv8-5","IGHV2-70D"
"Ighv8-5","IGHV2-70"
"Ighv8-5","IGHV2OR16-5"
"Eif4ebp3","EIF4EBP3"
"Alb","ALB"
"Gm21708","RBMY1D"
"Gm21708","RBMY1A1"
"Etfrf1","ETFRF1"
"Stmn2","STMN2"
"Zmpste24","ZMPSTE24"
"Ap2s1","AP2S1"
"Pomk","POMK"
"Adgb","ADGB"
"Exoc4","EXOC4"
"Helz2","HELZ2"
"Gm45799","TIMM10B"
"Gm45799","AC084337.2"
"Ypel2","YPEL2"
"Gm6169","PLP2"
"Kcnmb2","AC117457.1"
"Kcnmb2","KCNMB2"
"Idh2","IDH2"
"Igsf21","IGSF21"
"Parm1","PARM1"
"Gm4027","EIF1AX"
"Tubal3","TUBAL3"
"Galnt12","GALNT12"
"Smpx","SMPX"
"Rmi1","RMI1"
"Gm25585","SNORD115-31"
"Ppm1k","PPM1K"
"Pkp1","PKP1"
"Acot5","ACOT1"
"Acot5","ACOT2"
"Gm25862","AC091826.1"
"Snx9","SNX9"
"Clk3","CLK3"
"Zfp653","ZNF653"
"Olfr780","OR6C68"
"Casp6","CASP6"
"Rnf8","RNF8"
"Nectin2","NECTIN2"
"Dipk2b","DIPK2B"
"Mrps28","MRPS28"
"Tmem41b","TMEM41B"
"Spink1","SPINK1"
"Nlrp12","NLRP12"
"Stoml1","STOML1"
"Ftl1","FTL"
"Pygo1","PYGO1"
"Fam131c","FAM131C"
"Snx25","SNX25"
"Bnip3l","BNIP3L"
"Myl4","MYL4"
"Tm2d2","TM2D2"
"2310034G01Rik","C10orf95"
"Aip","AIP"
"Iqsec1","IQSEC1"
"Ube2l6","UBE2L6"
"Defb15","DEFB121"
"Defb15","DEFB108B"
"Defb15","DEFB104A"
"Defb15","DEFB104B"
"Xkr8","XKR8"
"Daxx","DAXX"
"Fam110b","FAM110B"
"Grb10","GRB10"
"Gulp1","GULP1"
"Ythdf1","YTHDF1"
"Ror1","ROR1"
"Cars2","CARS2"
"Gm4064","RBMY1D"
"Gm4064","RBMY1A1"
"Usp9x","USP9X"
"Cdca5","CDCA5"
"Snai1","SNAI1"
"Zfp248","ZNF248"
"Mcmbp","MCMBP"
"Mycs","MYCN"
"Usp44","USP44"
"Pglyrp3","PGLYRP3"
"Gm25085","SNORD115-31"
"Steap1","STEAP1"
"Olfr845","OR7G2"
"Ghitm","GHITM"
"Amh","AMH"
"Olfr1426","OR4D10"
"Reep5","REEP5"
"Cplx4","CPLX4"
"Rrp8","RRP8"
"Pomgnt2","POMGNT2"
"Kctd9","KCTD9"
"Sgpp1","SGPP1"
"Myod1","MYOD1"
"Tbc1d30","TBC1D30"
"Mepce","MEPCE"
"Ptgs1","PTGS1"
"Txnrd2","TXNRD2"
"Olfr1272","OR4B1"
"Igkv6-15","IGKV4-1"
"Ubl7","UBL7"
"Atp5j","ATP5PF"
"Nckap1l","NCKAP1L"
"Dazl","DAZL"
"Smim40-ps","SMIM40"
"Uchl3","UCHL3"
"Bex4","BEX4"
"Nudt11","NUDT11"
"Prdm14","PRDM14"
"Rasd1","RASD1"
"Ccdc120","CCDC120"
"Kif1bp","KIFBP"
"Lmo3","LMO3"
"Igkv17-127","IGKV5-2"
"Gm10100","KRTAP10-9"
"Gm10100","KRTAP10-6"
"Hapln2","HAPLN2"
"Steap2","STEAP2"
"Slc25a51","SLC25A52"
"Slc25a51","SLC25A51"
"Crx","CRX"
"Zscan29","ZSCAN29"
"Katnal2","KATNAL2"
"Pah","PAH"
"Ppp1r12c","PPP1R12C"
"Spata25","SPATA25"
"Mrgpra6","MRGPRX3"
"Mrgpra6","MRGPRX4"
"Eif3d","EIF3D"
"Lemd2","LEMD2"
"Pef1","PEF1"
"Iqch","IQCH"
"Pced1a","PCED1A"
"Oxgr1","OXGR1"
"Dhcr24","DHCR24"
"Ablim1","ABLIM1"
"Pck2","PCK2"
"Tceal8","TCEAL8"
"Gm27940","AC015978.1"
"Spink13","SPINK13"
"Jpt2","JPT2"
"Clptm1l","CLPTM1L"
"Slc37a1","SLC37A1"
"Rasl10b","RASL10B"
"Slc22a21","SLC22A5"
"Ccnf","CCNF"
"Epha2","EPHA2"
"G3bp1","G3BP1"
"Dolk","DOLK"
"Ghsr","GHSR"
"Polr1a","POLR1A"
"Cep250","CEP250"
"Mtch1","MTCH1"
"Uvssa","UVSSA"
"Raver2","RAVER2"
"Mrpl23","AC004556.3"
"Mrpl23","MRPL23"
"Apol9b","APOL4"
"Apol9b","APOL2"
"Apol9b","APOL1"
"Gpr139","GPR139"
"Pgd","PGD"
"Il6ra","IL6R"
"Cep128","CEP128"
"Mat2a","MAT2A"
"Fbln1","FBLN1"
"Mybl2","MYBL2"
"Kcnu1","KCNU1"
"Morf4l1","MORF4L1"
"B020011L13Rik","ZNF775"
"Zfp953","ZNF724"
"Zfp953","ZNF681"
"Zfp953","ZNF695"
"Lhcgr","LHCGR"
"Lhcgr","AC073082.1"
"Cyhr1","CYHR1"
"Camta2","CAMTA2"
"Tcap","TCAP"
"Gm20715","SMIM17"
"Akap11","AKAP11"
"Aqp2","AQP2"
"Tgfbr2","TGFBR2"
"Fgd2","FGD2"
"Cyp2d11","CYP2D7"
"Zfp462","ZNF462"
"Lime1","AL121845.2"
"Lime1","LIME1"
"Tmem17","TMEM17"
"Olfr846","OR7G2"
"Ranbp3","RANBP3"
"Mamld1","MAMLD1"
"Amer3","AMER3"
"Trpt1","TRPT1"
"Rnft1","RNFT1"
"Bfar","BFAR"
"Tspan11","TSPAN11"
"Batf2","BATF2"
"Lcn10","LCN10"
"Gm27522","AC007938.6"
"Dpys","DPYS"
"Gnb1","GNB1"
"Zfy1","ZNF480"
"Zfy1","ZNF610"
"Zfy1","AC005261.1"
"Zfy1","ZNF772"
"Zfy1","AC004076.1"
"Zfy1","ZNF548"
"Zfy1","AC003002.1"
"Zfy1","ZNF419"
"Zfy1","ZNF773"
"Zfy1","AC003005.1"
"Zfy1","ZNF587B"
"Zfy1","ZNF586"
"Zfy1","ZNF552"
"Zfy1","ZNF549"
"Zfy1","ZNF134"
"Zfy1","ZNF154"
"Etfbl","ETFB"
"Stx4a","STX4"
"Rrp1b","RRP1B"
"Tmem208","TMEM208"
"Slc38a5","SLC38A5"
"Myoc","MYOC"
"Kdelr1","KDELR1"
"Tceal9","TCEAL9"
"Adamts19","ADAMTS19"
"Atf1","ATF1"
"Amelx","AMELX"
"Lrrc51","AP000812.5"
"Invs","INVS"
"Lyn","LYN"
"Abhd16b","ABHD16B"
"Slc40a1","SLC40A1"
"Pcdhb5","PCDHB4"
"Lrit1","LRIT1"
"Selenoo","SELENOO"
"Prr14l","PRR14L"
"Tmem52","TMEM52"
"Krt76","KRT76"
"Apobec4","APOBEC4"
"Gm5426","ATP5MGL"
"Sfta2","SFTA2"
"Inka2","INKA2"
"Parp12","PARP12"
"Inca1","INCA1"
"Cnpy4","CNPY4"
"Krt79","KRT79"
"Mms19","MMS19"
"Noc3l","NOC3L"
"Itgbl1","ITGBL1"
"Mapk8ip3","MAPK8IP3"
"Klf13","KLF13"
"Tcim","TCIM"
"Six6","SIX6"
"Grpr","GRPR"
"Gm29289","RBMY1D"
"Gm29289","RBMY1A1"
"Arhgap20","ARHGAP20"
"Olfr1393","OR2Y1"
"Atox1","ATOX1"
"Gm42791","KATNAL1"
"Orm3","ORM2"
"Orm3","ORM1"
"Prdm2","PRDM2"
"Aldh6a1","ALDH6A1"
"Mgat4a","MGAT4A"
"Celsr2","CELSR2"
"Angpt2","ANGPT2"
"Cct3","CCT3"
"Scaf11","SCAF11"
"Deptor","DEPTOR"
"H1f8","H1-8"
"Htr1f","HTR1F"
"Fgf5","FGF5"
"Ap3s2","AP3S2"
"Klrb1a","KLRB1"
"Dsp","DSP"
"Gcnt1","GCNT1"
"Micos10","MICOS10"
"Nlrp1b","NLRP1"
"Racgap1","RACGAP1"
"Tmem237","TMEM237"
"Cyp2d40","CYP2D7"
"C87977","PRAMEF12"
"C87977","PRAMEF1"
"C87977","PRAMEF11"
"C87977","PRAMEF2"
"C87977","PRAMEF10"
"C87977","PRAMEF6"
"C87977","PRAMEF7"
"C87977","PRAMEF4"
"C87977","PRAMEF27"
"C87977","PRAMEF25"
"C87977","PRAMEF26"
"C87977","PRAMEF9"
"C87977","PRAMEF13"
"C87977","PRAMEF18"
"C87977","PRAMEF5"
"C87977","PRAMEF15"
"C87977","PRAMEF8"
"C87977","PRAMEF33"
"C87977","PRAMEF14"
"C87977","PRAMEF19"
"C87977","PRAMEF17"
"C87977","PRAMEF20"
"Slc36a2","SLC36A2"
"Car3","CA3"
"Olfr850","OR7G1"
"Eme2","EME2"
"Nfkbid","NFKBID"
"Zfp526","ZNF526"
